NO_OF_FRAMES	24000
NO_OF_CAMERAS	18
NO_OF_MARKERS	1
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-11-11, 09:16:52.722	2649.02526600
DATA_INCLUDED	3D
MARKER_NAMES	marker
TRAJECTORY_TYPES	Measured
Frame	Time	marker X	marker Y	marker Z	
4147	20.73000	3083.790	-210.496	684.677
4148	20.73500	3091.552	-210.463	684.960
4149	20.74000	3099.283	-210.479	685.299
4150	20.74500	3106.979	-210.501	685.658
4151	20.75000	3114.622	-210.541	686.041
4152	20.75500	3122.177	-210.615	686.484
4153	20.76000	3129.682	-210.692	686.938
4154	20.76500	3137.054	-210.764	687.423
4155	20.77000	3144.323	-210.915	687.909
4156	20.77500	3151.470	-210.988	688.409
4157	20.78000	3158.521	-211.062	688.874
4158	20.78500	3165.414	-211.142	689.275
4159	20.79000	3172.190	-211.198	689.666
4160	20.79500	3178.893	-211.227	689.995
4161	20.80000	3185.503	-211.210	690.289
4162	20.80500	3192.086	-211.203	690.504
4163	20.81000	3198.580	-211.214	690.704
4164	20.81500	3205.084	-211.208	690.886
4165	20.82000	3211.522	-211.271	691.036
4166	20.82500	3217.988	-211.335	691.202
4167	20.83000	3224.477	-211.454	691.410
4168	20.83500	3230.907	-211.547	691.588
4169	20.84000	3237.316	-211.729	691.777
4170	20.84500	3243.656	-211.901	692.003
4171	20.85000	3249.911	-212.095	692.211
4172	20.85500	3256.148	-212.297	692.434
4173	20.86000	3262.276	-212.501	692.689
4174	20.86500	3268.260	-212.686	692.980
4175	20.87000	3274.108	-212.881	693.247
4176	20.87500	3279.823	-213.083	693.536
4177	20.88000	3285.355	-213.274	693.838
4178	20.88500	3290.675	-213.432	694.128
4179	20.89000	3295.859	-213.588	694.449
4180	20.89500	3300.856	-213.728	694.747
4181	20.90000	3305.679	-213.816	695.027
4182	20.90500	3310.313	-213.880	695.310
4183	20.91000	3314.865	-213.921	695.588
4184	20.91500	3319.321	-213.981	695.823
4185	20.92000	3323.737	-214.048	696.059
4186	20.92500	3328.080	-214.141	696.306
4187	20.93000	3332.409	-214.256	696.501
4188	20.93500	3336.737	-214.378	696.708
4189	20.94000	3341.103	-214.566	696.880
4190	20.94500	3345.464	-214.770	697.023
4191	20.95000	3349.779	-214.976	697.118
4192	20.95500	3354.084	-215.205	697.222
4193	20.96000	3358.303	-215.438	697.232
4194	20.96500	3362.426	-215.676	697.226
4195	20.97000	3366.375	-215.913	697.153
4196	20.97500	3370.173	-216.115	697.068
4197	20.98000	3373.755	-216.310	696.905
4198	20.98500	3377.140	-216.457	696.684
4199	20.99000	3380.341	-216.554	696.450
4200	20.99500	3383.366	-216.592	696.143
4201	21.00000	3386.209	-216.626	695.788
4202	21.00500	3388.982	-216.650	695.392
4203	21.01000	3391.681	-216.676	694.974
4204	21.01500	3394.364	-216.734	694.526
4205	21.02000	3397.067	-216.838	694.023
4206	21.02500	3399.799	-216.969	693.471
4207	21.03000	3402.584	-217.200	692.831
4208	21.03500	3405.400	-217.415	692.141
4209	21.04000	3408.297	-217.659	691.312
4210	21.04500	3411.162	-217.930	690.360
4211	21.05000	3414.037	-218.197	689.303
4212	21.05500	3416.861	-218.452	688.110
4213	21.06000	3419.684	-218.761	686.831
4214	21.06500	3422.392	-218.996	685.476
4215	21.07000	3425.004	-219.220	684.033
4216	21.07500	3427.531	-219.461	682.574
4217	21.08000	3429.931	-219.674	681.090
4218	21.08500	3432.231	-219.927	679.610
4219	21.09000	3434.429	-220.138	678.152
4220	21.09500	3436.481	-220.403	676.707
4221	21.10000	3438.465	-220.657	675.319
4222	21.10500	3440.368	-220.931	673.935
4223	21.11000	3442.241	-221.241	672.583
4224	21.11500	3444.116	-221.558	671.197
4225	21.12000	3445.994	-221.896	669.830
4226	21.12500	3447.901	-222.266	668.417
4227	21.13000	3449.882	-222.672	666.972
4228	21.13500	3451.930	-223.079	665.464
4229	21.14000	3454.030	-223.523	663.889
4230	21.14500	3456.181	-223.943	662.260
4231	21.15000	3458.361	-224.407	660.568
4232	21.15500	3460.535	-224.855	658.826
4233	21.16000	3462.658	-225.317	657.064
4234	21.16500	3464.701	-225.752	655.279
4235	21.17000	3466.642	-226.257	653.483
4236	21.17500	3468.440	-226.730	651.747
4237	21.18000	3470.090	-227.220	649.998
4238	21.18500	3471.579	-227.710	648.315
4239	21.19000	3472.910	-228.194	646.659
4240	21.19500	3474.091	-228.697	645.027
4241	21.20000	3475.122	-229.149	643.443
4242	21.20500	3476.076	-229.613	641.910
4243	21.21000	3476.969	-230.108	640.429
4244	21.21500	3477.808	-230.566	638.899
4245	21.22000	3478.673	-231.071	637.471
4246	21.22500	3479.595	-231.590	636.064
4247	21.23000	3480.511	-232.196	634.664
4248	21.23500	3481.506	-232.800	633.258
4249	21.24000	3482.505	-233.472	631.851
4250	21.24500	3483.539	-234.155	630.409
4251	21.25000	3484.537	-234.915	628.886
4252	21.25500	3485.473	-235.696	627.279
4253	21.26000	3486.335	-236.512	625.614
4254	21.26500	3487.056	-237.331	623.845
4255	21.27000	3487.611	-238.121	621.960
4256	21.27500	3487.974	-238.883	619.973
4257	21.28000	3488.150	-239.636	617.928
4258	21.28500	3488.052	-240.352	615.791
4259	21.29000	3487.757	-241.067	613.612
4260	21.29500	3487.217	-241.765	611.379
4261	21.30000	3486.495	-242.471	609.092
4262	21.30500	3485.580	-243.153	606.845
4263	21.31000	3484.505	-243.853	604.542
4264	21.31500	3483.339	-244.527	602.266
4265	21.32000	3482.122	-245.247	600.014
4266	21.32500	3480.882	-245.989	597.791
4267	21.33000	3479.646	-246.740	595.629
4268	21.33500	3478.442	-247.556	593.477
4269	21.34000	3477.340	-248.382	591.408
4270	21.34500	3476.262	-249.257	589.388
4271	21.35000	3475.236	-250.180	587.429
4272	21.35500	3474.219	-251.097	585.568
4273	21.36000	3473.184	-252.096	583.713
4274	21.36500	3472.082	-253.098	581.878
4275	21.37000	3470.852	-254.123	580.113
4276	21.37500	3469.483	-255.150	578.344
4277	21.38000	3467.952	-256.160	576.569
4278	21.38500	3466.239	-257.139	574.823
4279	21.39000	3464.307	-258.088	573.073
4280	21.39500	3462.150	-258.948	571.302
4281	21.40000	3459.807	-259.771	569.583
4282	21.40500	3457.248	-260.595	567.908
4283	21.41000	3454.542	-261.372	566.241
4284	21.41500	3451.683	-262.151	564.671
4285	21.42000	3448.710	-262.899	563.164
4286	21.42500	3445.634	-263.646	561.743
4287	21.43000	3442.519	-264.402	560.427
4288	21.43500	3439.359	-265.151	559.259
4289	21.44000	3436.157	-265.921	558.142
4290	21.44500	3432.923	-266.748	557.195
4291	21.45000	3429.612	-267.592	556.295
4292	21.45500	3426.199	-268.484	555.446
4293	21.46000	3422.665	-269.414	554.611
4294	21.46500	3419.017	-270.362	553.740
4295	21.47000	3415.192	-271.303	552.796
4296	21.47500	3411.201	-272.225	551.710
4297	21.48000	3406.989	-273.093	550.494
4298	21.48500	3402.572	-273.933	549.130
4299	21.49000	3397.931	-274.705	547.595
4300	21.49500	3393.063	-275.445	545.855
4301	21.50000	3387.979	-276.148	543.989
4302	21.50500	3382.723	-276.823	541.994
4303	21.51000	3377.229	-277.494	539.834
4304	21.51500	3371.666	-278.103	537.686
4305	21.52000	3365.897	-278.740	535.537
4306	21.52500	3360.071	-279.388	533.356
4307	21.53000	3354.138	-280.091	531.285
4308	21.53500	3348.129	-280.795	529.261
4309	21.54000	3342.031	-281.595	527.360
4310	21.54500	3335.893	-282.395	525.498
4311	21.55000	3329.716	-283.254	523.737
4312	21.55500	3323.489	-284.103	522.053
4313	21.56000	3317.221	-284.935	520.442
4314	21.56500	3310.898	-285.744	518.798
4315	21.57000	3304.561	-286.541	517.258
4316	21.57500	3298.199	-287.362	515.753
4317	21.58000	3291.791	-288.149	514.338
4318	21.58500	3285.320	-288.914	512.974
4319	21.59000	3278.854	-289.695	511.720
4320	21.59500	3272.380	-290.451	510.540
4321	21.60000	3265.884	-291.199	509.579
4322	21.60500	3259.349	-291.969	508.747
4323	21.61000	3252.742	-292.741	508.077
4324	21.61500	3246.091	-293.554	507.540
4325	21.62000	3239.341	-294.379	507.202
4326	21.62500	3232.506	-295.211	506.969
4327	21.63000	3225.570	-296.090	506.859
4328	21.63500	3218.480	-296.970	506.801
4329	21.64000	3211.260	-297.843	506.791
4330	21.64500	3203.893	-298.737	506.803
4331	21.65000	3196.426	-299.589	506.729
4332	21.65500	3188.855	-300.452	506.670
4333	21.66000	3181.163	-301.258	506.552
4334	21.66500	3173.366	-302.072	506.397
4335	21.67000	3165.509	-302.859	506.219
4336	21.67500	3157.523	-303.736	506.022
4337	21.68000	3149.456	-304.627	505.790
4338	21.68500	3141.313	-305.542	505.554
4339	21.69000	3133.075	-306.464	505.329
4340	21.69500	3124.706	-307.406	505.047
4341	21.70000	3116.280	-308.407	504.764
4342	21.70500	3107.685	-309.436	504.489
4343	21.71000	3098.952	-310.522	504.150
4344	21.71500	3090.069	-311.647	503.738
4345	21.72000	3080.991	-312.779	503.261
4346	21.72500	3071.783	-313.965	502.676
4347	21.73000	3062.509	-315.151	501.970
4348	21.73500	3053.054	-316.315	501.136
4349	21.74000	3043.518	-317.496	500.233
4350	21.74500	3033.869	-318.694	499.132
4351	21.75000	3024.164	-319.884	498.052
4352	21.75500	3014.416	-321.089	496.862
4353	21.76000	3004.611	-322.325	495.687
4354	21.76500	2994.782	-323.569	494.531
4355	21.77000	2984.962	-324.839	493.419
4356	21.77500	2975.139	-326.102	492.406
4357	21.78000	2965.295	-327.404	491.451
4358	21.78500	2955.464	-328.729	490.669
4359	21.79000	2945.702	-330.094	490.073
4360	21.79500	2935.970	-331.496	489.638
4361	21.80000	2926.274	-332.912	489.320
4362	21.80500	2916.575	-334.342	489.185
4363	21.81000	2906.960	-335.815	489.167
4364	21.81500	2897.403	-337.228	489.217
4365	21.82000	2887.790	-338.711	489.384
4366	21.82500	2878.250	-340.150	489.539
4367	21.83000	2868.728	-341.630	489.778
4368	21.83500	2859.192	-343.100	490.079
4369	21.84000	2849.710	-344.539	490.338
4370	21.84500	2840.172	-346.028	490.618
4371	21.85000	2830.673	-347.462	490.963
4372	21.85500	2821.230	-348.909	491.308
4373	21.86000	2811.705	-350.403	491.703
4374	21.86500	2802.251	-351.846	492.125
4375	21.87000	2792.740	-353.355	492.637
4376	21.87500	2783.257	-354.883	493.198
4377	21.88000	2773.695	-356.446	493.791
4378	21.88500	2764.070	-358.071	494.410
4379	21.89000	2754.299	-359.735	495.039
4380	21.89500	2744.530	-361.421	495.620
4381	21.90000	2734.554	-363.223	496.096
4382	21.90500	2724.475	-364.983	496.470
4383	21.91000	2714.253	-366.782	496.688
4384	21.91500	2703.950	-368.589	496.730
4385	21.92000	2693.522	-370.404	496.581
4386	21.92500	2683.055	-372.161	496.287
4387	21.93000	2672.448	-373.965	495.818
4388	21.93500	2661.764	-375.839	495.232
4389	21.94000	2651.005	-377.754	494.455
4390	21.94500	2640.163	-379.740	493.544
4391	21.95000	2629.179	-381.807	492.502
4392	21.95500	2618.151	-383.871	491.343
4393	21.96000	2606.978	-385.998	490.072
4394	21.96500	2595.683	-388.140	488.671
4395	21.97000	2584.271	-390.322	487.237
4396	21.97500	2572.763	-392.539	485.739
4397	21.98000	2561.107	-394.796	484.094
4398	21.98500	2549.342	-397.098	482.496
4399	21.99000	2537.505	-399.411	480.823
4400	21.99500	2525.621	-401.746	479.173
4401	22.00000	2513.729	-404.087	477.568
4402	22.00500	2501.821	-406.443	475.925
4403	22.01000	2489.885	-408.836	474.350
4404	22.01500	2478.021	-411.213	472.875
4405	22.02000	2466.222	-413.594	471.384
4406	22.02500	2454.540	-415.974	470.068
4407	22.03000	2442.923	-418.355	468.836
4408	22.03500	2431.418	-420.740	467.692
4409	22.04000	2420.029	-423.103	466.705
4410	22.04500	2408.725	-425.494	465.866
4411	22.05000	2397.492	-427.885	465.117
4412	22.05500	2386.327	-430.259	464.467
4413	22.06000	2375.205	-432.628	463.902
4414	22.06500	2364.088	-435.017	463.447
4415	22.07000	2353.053	-437.409	463.049
4416	22.07500	2342.007	-439.798	462.742
4417	22.08000	2330.975	-442.179	462.522
4418	22.08500	2319.978	-444.571	462.308
4419	22.09000	2308.980	-446.955	462.171
4420	22.09500	2298.024	-449.342	462.108
4421	22.10000	2287.130	-451.700	462.116
4422	22.10500	2276.241	-454.093	462.166
4423	22.11000	2265.481	-456.465	462.286
4424	22.11500	2254.731	-458.859	462.417
4425	22.12000	2244.086	-461.242	462.628
4426	22.12500	2233.436	-463.701	462.880
4427	22.13000	2222.793	-466.136	463.143
4428	22.13500	2212.153	-468.636	463.398
4429	22.14000	2201.485	-471.195	463.640
4430	22.14500	2190.694	-473.781	463.907
4431	22.15000	2179.855	-476.393	464.112
4432	22.15500	2168.929	-479.090	464.220
4433	22.16000	2157.897	-481.733	464.302
4434	22.16500	2146.746	-484.420	464.311
4435	22.17000	2135.468	-487.119	464.247
4436	22.17500	2124.145	-489.855	464.170
4437	22.18000	2112.766	-492.607	464.057
4438	22.18500	2101.312	-495.386	463.953
4439	22.19000	2089.868	-498.211	463.863
4440	22.19500	2078.398	-501.094	463.799
4441	22.20000	2066.939	-503.975	463.762
4442	22.20500	2055.487	-506.877	463.794
4443	22.21000	2044.017	-509.850	463.902
4444	22.21500	2032.500	-512.850	463.974
4445	22.22000	2020.991	-515.891	464.066
4446	22.22500	2009.402	-518.949	464.224
4447	22.23000	1997.771	-522.047	464.402
4448	22.23500	1986.106	-525.119	464.588
4449	22.24000	1974.341	-528.235	464.842
4450	22.24500	1962.618	-531.365	465.127
4451	22.25000	1950.891	-534.494	465.544
4452	22.25500	1939.238	-537.634	466.054
4453	22.26000	1927.633	-540.708	466.695
4454	22.26500	1916.148	-543.772	467.476
4455	22.27000	1904.784	-546.768	468.503
4456	22.27500	1893.539	-549.775	469.713
4457	22.28000	1882.450	-552.804	471.147
4458	22.28500	1871.502	-555.772	472.809
4459	22.29000	1860.757	-558.713	474.749
4460	22.29500	1850.036	-561.836	476.736
4461	22.30000	1839.327	-565.028	478.696
4462	22.30500	1828.714	-568.248	480.728
4463	22.31000	1818.072	-571.344	482.800
4464	22.31500	1807.504	-574.502	484.775
4465	22.32000	1796.832	-577.539	486.708
4466	22.32500	1786.086	-580.624	488.553
4467	22.33000	1775.403	-583.595	490.419
4468	22.33500	1764.733	-586.505	492.306
4469	22.34000	1754.032	-589.530	494.184
4470	22.34500	1743.334	-592.585	496.166
4471	22.35000	1732.710	-595.696	498.219
4472	22.35500	1722.201	-598.876	500.322
4473	22.36000	1711.730	-601.998	502.553
4474	22.36500	1701.273	-605.230	504.785
4475	22.37000	1690.861	-608.396	507.064
4476	22.37500	1680.500	-611.613	509.330
4477	22.38000	1670.137	-614.795	511.564
4478	22.38500	1659.726	-618.061	513.769
4479	22.39000	1649.319	-621.328	515.820
4480	22.39500	1638.884	-624.679	517.831
4481	22.40000	1628.428	-627.983	519.619
4482	22.40500	1617.899	-631.267	521.336
4483	22.41000	1607.334	-634.504	522.885
4484	22.41500	1596.783	-637.707	524.393
4485	22.42000	1586.251	-640.919	525.832
4486	22.42500	1575.624	-644.074	527.362
4487	22.43000	1565.068	-647.296	528.919
4488	22.43500	1554.528	-650.560	530.536
4489	22.44000	1543.998	-653.867	532.241
4490	22.44500	1533.467	-657.139	534.087
4491	22.45000	1522.837	-660.399	535.999
4492	22.45500	1512.259	-663.746	538.062
4493	22.46000	1501.649	-667.121	540.157
4494	22.46500	1491.015	-670.535	542.319
4495	22.47000	1480.314	-673.941	544.512
4496	22.47500	1469.613	-677.397	546.707
4497	22.48000	1458.905	-680.810	548.819
4498	22.48500	1448.263	-684.177	550.887
4499	22.49000	1437.686	-687.465	552.978
4500	22.49500	1427.211	-690.683	554.918
4501	22.50000	1416.829	-693.844	556.908
4502	22.50500	1406.601	-696.884	558.952
4503	22.51000	1396.574	-699.896	560.991
4504	22.51500	1386.748	-702.802	563.176
4505	22.52000	1377.080	-705.618	565.489
4506	22.52500	1367.608	-708.365	567.970
4507	22.53000	1358.404	-711.003	570.666
4508	22.53500	1349.283	-713.596	573.612
4509	22.54000	1340.379	-716.149	576.765
4510	22.54500	1331.550	-718.669	580.157
4511	22.55000	1322.859	-721.192	583.730
4512	22.55500	1314.149	-723.666	587.480
4513	22.56000	1305.533	-726.112	591.383
4514	22.56500	1296.880	-728.565	595.410
4515	22.57000	1288.285	-730.950	599.545
4516	22.57500	1279.753	-733.280	603.739
4517	22.58000	1271.214	-735.553	607.978
4518	22.58500	1262.836	-737.787	612.274
4519	22.59000	1254.570	-739.944	616.647
4520	22.59500	1246.412	-742.073	621.131
4521	22.60000	1238.457	-744.139	625.673
4522	22.60500	1230.726	-746.121	630.226
4523	22.61000	1223.192	-748.019	634.835
4524	22.61500	1215.885	-749.805	639.483
4525	22.62000	1208.758	-751.546	644.224
4526	22.62500	1201.808	-753.237	648.992
4527	22.63000	1195.028	-754.970	653.835
4528	22.63500	1188.307	-756.709	658.614
4529	22.64000	1181.763	-758.488	663.386
4530	22.64500	1175.210	-760.344	668.137
4531	22.65000	1168.652	-762.214	672.798
4532	22.65500	1162.073	-764.143	677.331
4533	22.66000	1155.418	-766.035	681.703
4534	22.66500	1148.575	-767.950	685.935
4535	22.67000	1141.674	-769.931	690.039
4536	22.67500	1134.617	-771.967	693.982
4537	22.68000	1127.440	-774.086	697.802
4538	22.68500	1120.121	-776.308	701.576
4539	22.69000	1112.649	-778.597	705.261
4540	22.69500	1105.047	-780.972	708.883
4541	22.70000	1097.363	-783.401	712.498
4542	22.70500	1089.556	-785.901	716.161
4543	22.71000	1081.781	-788.401	719.898
4544	22.71500	1074.054	-790.931	723.710
4545	22.72000	1066.358	-793.459	727.615
4546	22.72500	1058.806	-795.947	731.648
4547	22.73000	1051.478	-798.406	735.772
4548	22.73500	1044.430	-800.762	740.030
4549	22.74000	1037.656	-802.992	744.386
4550	22.74500	1031.272	-805.073	748.891
4551	22.75000	1025.264	-806.933	753.510
4552	22.75500	1019.659	-808.627	758.202
4553	22.76000	1014.421	-810.148	762.986
4554	22.76500	1009.639	-811.487	767.811
4555	22.77000	1005.186	-812.687	772.691
4556	22.77500	1001.070	-813.770	777.575
4557	22.78000	997.163	-814.748	782.434
4558	22.78500	993.596	-815.639	787.197
4559	22.79000	990.081	-816.426	791.949
4560	22.79500	986.775	-817.106	796.592
4561	22.80000	983.568	-817.676	801.166
4562	22.80500	980.384	-818.198	805.680
4563	22.81000	977.323	-818.688	810.098
4564	22.81500	974.344	-819.129	814.419
4565	22.82000	971.443	-819.536	818.695
4566	22.82500	968.697	-819.837	822.880
4567	22.83000	966.128	-820.009	827.007
4568	22.83500	963.759	-820.048	831.103
4569	22.84000	961.581	-819.972	835.239
4570	22.84500	959.662	-819.760	839.396
4571	22.85000	958.019	-819.442	843.543
4572	22.85500	956.581	-819.066	847.653
4573	22.86000	955.482	-818.611	851.716
4574	22.86500	954.533	-818.041	855.720
4575	22.87000	953.758	-817.442	859.577
4576	22.87500	953.099	-816.748	863.321
4577	22.88000	952.502	-816.042	866.875
4578	22.88500	951.806	-815.329	870.259
4579	22.89000	951.119	-814.624	873.453
4580	22.89500	950.410	-813.881	876.402
4581	22.90000	949.540	-813.121	879.169
4582	22.90500	948.624	-812.319	881.789
4583	22.91000	947.655	-811.501	884.202
4584	22.91500	946.658	-810.639	886.503
4585	22.92000	945.739	-809.752	888.665
4586	22.92500	944.791	-808.878	890.810
4587	22.93000	943.985	-808.034	892.871
4588	22.93500	943.208	-807.204	894.928
4589	22.94000	942.558	-806.370	896.976
4590	22.94500	942.033	-805.478	898.988
4591	22.95000	941.644	-804.600	901.043
4592	22.95500	941.423	-803.615	903.100
4593	22.96000	941.374	-802.552	905.184
4594	22.96500	941.521	-801.420	907.265
4595	22.97000	941.877	-800.245	909.439
4596	22.97500	942.550	-799.025	911.530
4597	22.98000	943.460	-797.793	913.628
4598	22.98500	944.593	-796.472	915.667
4599	22.99000	945.956	-795.047	917.668
4600	22.99500	947.511	-793.605	919.596
4601	23.00000	949.206	-792.066	921.437
4602	23.00500	950.994	-790.459	923.192
4603	23.01000	952.909	-788.866	924.943
4604	23.01500	954.900	-787.291	926.608
4605	23.02000	956.959	-785.679	928.243
4606	23.02500	959.072	-784.130	929.911
4607	23.03000	961.176	-782.574	931.551
4608	23.03500	963.260	-781.096	933.288
4609	23.04000	965.385	-779.625	935.083
4610	23.04500	967.460	-778.266	936.980
4611	23.05000	969.565	-776.929	938.936
4612	23.05500	971.663	-775.690	940.997
4613	23.06000	973.784	-774.487	943.117
4614	23.06500	975.985	-773.323	945.326
4615	23.07000	978.298	-772.164	947.591
4616	23.07500	980.762	-770.993	949.908
4617	23.08000	983.384	-769.794	952.157
4618	23.08500	986.201	-768.555	954.450
4619	23.09000	989.364	-767.243	956.633
4620	23.09500	992.724	-765.868	958.748
4621	23.10000	996.365	-764.404	960.742
4622	23.10500	1000.324	-762.832	962.602
4623	23.11000	1004.546	-761.145	964.296
4624	23.11500	1008.940	-759.429	965.843
4625	23.12000	1013.484	-757.647	967.260
4626	23.12500	1018.198	-755.814	968.508
4627	23.13000	1022.986	-753.974	969.590
4628	23.13500	1027.770	-752.162	970.596
4629	23.14000	1032.523	-750.400	971.521
4630	23.14500	1037.235	-748.625	972.377
4631	23.15000	1041.932	-746.894	973.107
4632	23.15500	1046.521	-745.173	973.798
4633	23.16000	1050.983	-743.510	974.532
4634	23.16500	1055.404	-741.885	975.257
4635	23.17000	1059.772	-740.315	975.985
4636	23.17500	1064.072	-738.820	976.779
4637	23.18000	1068.399	-737.332	977.641
4638	23.18500	1072.746	-735.908	978.530
4639	23.19000	1077.126	-734.468	979.406
4640	23.19500	1081.589	-732.951	980.285
4641	23.20000	1086.183	-731.397	981.219
4642	23.20500	1090.932	-729.772	982.130
4643	23.21000	1095.902	-728.070	983.027
4644	23.21500	1101.092	-726.289	983.853
4645	23.22000	1106.474	-724.406	984.703
4646	23.22500	1112.157	-722.435	985.524
4647	23.23000	1118.020	-720.398	986.264
4648	23.23500	1124.152	-718.220	986.974
4649	23.24000	1130.461	-715.981	987.696
4650	23.24500	1136.945	-713.687	988.369
4651	23.25000	1143.590	-711.318	988.985
4652	23.25500	1150.409	-708.894	989.613
4653	23.26000	1157.327	-706.472	990.200
4654	23.26500	1164.423	-703.999	990.749
4655	23.27000	1171.625	-701.495	991.258
4656	23.27500	1178.926	-698.979	991.772
4657	23.28000	1186.295	-696.436	992.244
4658	23.28500	1193.822	-693.844	992.710
4659	23.29000	1201.455	-691.268	993.139
4660	23.29500	1209.180	-688.640	993.532
4661	23.30000	1217.084	-685.975	993.892
4662	23.30500	1225.077	-683.323	994.238
4663	23.31000	1233.195	-680.624	994.542
4664	23.31500	1241.436	-677.979	994.893
4665	23.32000	1249.790	-675.240	995.136
4666	23.32500	1258.308	-672.507	995.394
4667	23.33000	1266.971	-669.760	995.584
4668	23.33500	1275.679	-666.995	995.754
4669	23.34000	1284.494	-664.241	995.914
4670	23.34500	1293.383	-661.467	996.018
4671	23.35000	1302.328	-658.723	996.078
4672	23.35500	1311.381	-655.979	996.114
4673	23.36000	1320.442	-653.251	996.076
4674	23.36500	1329.574	-650.504	996.048
4675	23.37000	1338.770	-647.790	995.935
4676	23.37500	1347.974	-645.097	995.833
4677	23.38000	1357.282	-642.358	995.713
4678	23.38500	1366.625	-639.661	995.551
4679	23.39000	1376.078	-636.950	995.411
4680	23.39500	1385.615	-634.233	995.249
4681	23.40000	1395.238	-631.534	995.110
4682	23.40500	1404.936	-628.818	994.976
4683	23.41000	1414.727	-626.167	994.867
4684	23.41500	1424.589	-623.511	994.752
4685	23.42000	1434.485	-620.877	994.693
4686	23.42500	1444.382	-618.287	994.618
4687	23.43000	1454.341	-615.692	994.577
4688	23.43500	1464.331	-613.132	994.536
4689	23.44000	1474.363	-610.609	994.469
4690	23.44500	1484.379	-608.093	994.436
4691	23.45000	1494.431	-605.608	994.364
4692	23.45500	1504.514	-603.161	994.285
4693	23.46000	1514.616	-600.733	994.195
4694	23.46500	1524.703	-598.328	994.037
4695	23.47000	1534.804	-595.900	993.914
4696	23.47500	1544.974	-593.524	993.709
4697	23.48000	1555.225	-591.103	993.510
4698	23.48500	1565.500	-588.692	993.274
4699	23.49000	1575.875	-586.261	993.048
4700	23.49500	1586.403	-583.863	992.814
4701	23.50000	1596.993	-581.443	992.542
4702	23.50500	1607.704	-579.016	992.278
4703	23.51000	1618.585	-576.530	992.049
4704	23.51500	1629.546	-574.091	991.779
4705	23.52000	1640.653	-571.638	991.537
4706	23.52500	1651.810	-569.227	991.302
4707	23.53000	1663.048	-566.843	991.093
4708	23.53500	1674.353	-564.526	990.870
4709	23.54000	1685.612	-562.245	990.716
4710	23.54500	1696.851	-560.020	990.568
4711	23.55000	1708.029	-557.809	990.469
4712	23.55500	1719.124	-555.671	990.324
4713	23.56000	1730.148	-553.545	990.262
4714	23.56500	1741.051	-551.444	990.181
4715	23.57000	1751.847	-549.401	990.185
4716	23.57500	1762.634	-547.404	990.213
4717	23.58000	1773.348	-545.430	990.317
4718	23.58500	1784.041	-543.490	990.411
4719	23.59000	1794.743	-541.549	990.548
4720	23.59500	1805.483	-539.654	990.667
4721	23.60000	1816.354	-537.703	990.852
4722	23.60500	1827.265	-535.786	990.982
4723	23.61000	1838.310	-533.839	991.128
4724	23.61500	1849.469	-531.960	991.197
4725	23.62000	1860.775	-530.048	991.294
4726	23.62500	1872.128	-528.182	991.299
4727	23.63000	1883.565	-526.302	991.323
4728	23.63500	1894.967	-524.515	991.278
4729	23.64000	1906.418	-522.751	991.179
4730	23.64500	1917.804	-520.965	991.045
4731	23.65000	1929.093	-519.263	990.867
4732	23.65500	1940.265	-517.545	990.646
4733	23.66000	1951.246	-515.864	990.418
4734	23.66500	1962.057	-514.230	990.174
4735	23.67000	1972.701	-512.605	989.916
4736	23.67500	1983.180	-511.044	989.682
4737	23.68000	1993.497	-509.487	989.431
4738	23.68500	2003.775	-507.941	989.187
4739	23.69000	2013.977	-506.421	988.955
4740	23.69500	2024.166	-504.904	988.744
4741	23.70000	2034.428	-503.373	988.497
4742	23.70500	2044.769	-501.904	988.235
4743	23.71000	2055.216	-500.389	987.929
4744	23.71500	2065.801	-498.941	987.603
4745	23.72000	2076.512	-497.528	987.240
4746	23.72500	2087.287	-496.129	986.819
4747	23.73000	2098.090	-494.702	986.318
4748	23.73500	2108.970	-493.263	985.702
4749	23.74000	2119.757	-491.829	985.044
4750	23.74500	2130.524	-490.378	984.310
4751	23.75000	2141.200	-488.964	983.547
4752	23.75500	2151.781	-487.502	982.708
4753	23.76000	2162.220	-486.024	981.842
4754	23.76500	2172.531	-484.553	981.012
4755	23.77000	2182.770	-483.096	980.224
4756	23.77500	2192.993	-481.617	979.422
4757	23.78000	2203.167	-480.142	978.767
4758	23.78500	2213.357	-478.684	978.165
4759	23.79000	2223.603	-477.262	977.676
4760	23.79500	2233.948	-475.854	977.267
4761	23.80000	2244.388	-474.449	976.921
4762	23.80500	2254.967	-473.112	976.680
4763	23.81000	2265.670	-471.787	976.462
4764	23.81500	2276.440	-470.460	976.256
4765	23.82000	2287.260	-469.180	976.071
4766	23.82500	2298.123	-467.877	975.836
4767	23.83000	2308.983	-466.571	975.610
4768	23.83500	2319.815	-465.234	975.316
4769	23.84000	2330.571	-463.899	974.978
4770	23.84500	2341.233	-462.542	974.601
4771	23.85000	2351.805	-461.137	974.189
4772	23.85500	2362.315	-459.688	973.777
4773	23.86000	2372.716	-458.255	973.399
4774	23.86500	2383.059	-456.831	973.028
4775	23.87000	2393.367	-455.420	972.736
4776	23.87500	2403.670	-454.022	972.486
