NO_OF_FRAMES	24000
NO_OF_CAMERAS	18
NO_OF_MARKERS	1
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-11-11, 09:16:52.722	2649.02526600
DATA_INCLUDED	3D
MARKER_NAMES	marker
TRAJECTORY_TYPES	Measured
Frame	Time	marker X	marker Y	marker Z	
13291	66.45000	688.797	1187.440	1242.294
13292	66.45500	691.839	1187.938	1246.304
13293	66.46000	694.621	1188.393	1250.567
13294	66.46500	697.168	1188.753	1255.062
13295	66.47000	699.579	1189.007	1259.855
13296	66.47500	701.883	1189.134	1264.802
13297	66.48000	704.136	1189.216	1269.991
13298	66.48500	706.497	1189.223	1275.272
13299	66.49000	708.969	1189.175	1280.581
13300	66.49500	711.559	1189.098	1285.911
13301	66.50000	714.200	1188.925	1291.146
13302	66.50500	716.914	1188.734	1296.312
13303	66.51000	719.537	1188.514	1301.404
13304	66.51500	722.036	1188.282	1306.327
13305	66.52000	724.344	1188.103	1311.212
13306	66.52500	726.422	1187.991	1316.015
13307	66.53000	728.201	1187.960	1320.817
13308	66.53500	729.753	1188.007	1325.657
13309	66.54000	731.003	1188.112	1330.550
13310	66.54500	732.074	1188.182	1335.441
13311	66.55000	732.938	1188.249	1340.345
13312	66.55500	733.755	1188.282	1345.203
13313	66.56000	734.638	1188.326	1350.049
13314	66.56500	735.574	1188.394	1354.834
13315	66.57000	736.677	1188.435	1359.547
13316	66.57500	738.006	1188.449	1364.107
13317	66.58000	739.425	1188.414	1368.537
13318	66.58500	741.013	1188.359	1372.865
13319	66.59000	742.538	1188.226	1377.096
13320	66.59500	744.082	1188.097	1381.241
13321	66.60000	745.352	1187.981	1385.349
13322	66.60500	746.468	1187.910	1389.481
13323	66.61000	747.293	1187.881	1393.680
13324	66.61500	747.811	1187.869	1397.945
13325	66.62000	748.064	1187.925	1402.328
13326	66.62500	748.034	1187.974	1406.811
13327	66.63000	747.765	1187.988	1411.396
13328	66.63500	747.339	1187.977	1416.031
13329	66.64000	746.773	1187.933	1420.691
13330	66.64500	746.148	1187.887	1425.336
13331	66.65000	745.526	1187.820	1429.922
13332	66.65500	744.973	1187.750	1434.422
13333	66.66000	744.490	1187.661	1438.819
13334	66.66500	744.063	1187.521	1443.107
13335	66.67000	743.650	1187.372	1447.238
13336	66.67500	743.171	1187.218	1451.283
13337	66.68000	742.541	1187.043	1455.276
13338	66.68500	741.723	1186.859	1459.207
13339	66.69000	740.646	1186.667	1463.185
13340	66.69500	739.306	1186.495	1467.177
13341	66.70000	737.681	1186.317	1471.226
13342	66.70500	735.847	1186.197	1475.334
13343	66.71000	733.880	1186.053	1479.450
13344	66.71500	731.835	1185.898	1483.583
13345	66.72000	729.882	1185.733	1487.714
13346	66.72500	728.134	1185.491	1491.814
13347	66.73000	726.590	1185.147	1495.817
13348	66.73500	725.451	1184.688	1499.641
13349	66.74000	724.450	1184.125	1503.266
13350	66.74500	723.678	1183.490	1506.658
13351	66.75000	723.078	1182.874	1509.829
13352	66.75500	722.628	1182.284	1512.794
13353	66.76000	722.246	1181.711	1515.569
13354	66.76500	721.790	1181.165	1518.203
13355	66.77000	721.128	1180.628	1520.706
13356	66.77500	720.234	1180.039	1523.085
13357	66.78000	718.940	1179.473	1525.445
13358	66.78500	717.325	1178.917	1527.678
13359	66.79000	715.282	1178.401	1529.935
13360	66.79500	712.858	1177.910	1532.126
13361	66.80000	710.055	1177.470	1534.226
13362	66.80500	706.923	1177.117	1536.307
13363	66.81000	703.542	1176.837	1538.299
13364	66.81500	699.966	1176.601	1540.256
13365	66.82000	696.252	1176.398	1542.130
13366	66.82500	692.470	1176.201	1543.972
13367	66.83000	688.583	1176.028	1545.814
13368	66.83500	684.655	1175.835	1547.645
13369	66.84000	680.718	1175.548	1549.407
13370	66.84500	676.700	1175.224	1551.302
13371	66.85000	672.566	1174.818	1553.268
13372	66.85500	668.325	1174.367	1555.258
13373	66.86000	663.988	1173.844	1557.390
13374	66.86500	659.554	1173.324	1559.564
13375	66.87000	655.042	1172.697	1561.805
13376	66.87500	650.420	1172.030	1564.112
13377	66.88000	645.730	1171.334	1566.447
13378	66.88500	640.996	1170.594	1568.852
13379	66.89000	636.263	1169.802	1571.299
13380	66.89500	631.531	1168.924	1573.797
13381	66.90000	626.771	1168.024	1576.297
13382	66.90500	622.038	1167.048	1578.838
13383	66.91000	617.318	1166.021	1581.424
13384	66.91500	612.700	1164.921	1583.923
13385	66.92000	608.274	1163.774	1586.419
13386	66.92500	603.987	1162.652	1588.892
13387	66.93000	599.965	1161.492	1591.338
13388	66.93500	596.133	1160.275	1593.732
13389	66.94000	592.519	1158.964	1596.111
13390	66.94500	589.048	1157.546	1598.483
13391	66.95000	585.656	1156.023	1600.815
13392	66.95500	582.347	1154.393	1603.142
13393	66.96000	578.975	1152.638	1605.483
13394	66.96500	575.606	1150.790	1607.776
13395	66.97000	572.182	1148.929	1610.034
13396	66.97500	568.646	1147.072	1612.271
13397	66.98000	565.054	1145.269	1614.489
13398	66.98500	561.361	1143.420	1616.627
13399	66.99000	557.560	1141.588	1618.678
13400	66.99500	553.691	1139.719	1620.655
13401	67.00000	549.755	1137.845	1622.501
13402	67.00500	545.734	1135.976	1624.288
13403	67.01000	541.657	1134.171	1625.876
13404	67.01500	537.519	1132.376	1627.420
13405	67.02000	533.368	1130.668	1628.828
13406	67.02500	529.175	1128.941	1630.173
13407	67.03000	524.807	1127.165	1631.389
13408	67.03500	520.313	1125.392	1632.498
13409	67.04000	515.598	1123.616	1633.496
13410	67.04500	510.706	1121.844	1634.422
13411	67.05000	505.542	1120.115	1635.268
13412	67.05500	500.099	1118.353	1636.043
13413	67.06000	494.371	1116.668	1636.806
13414	67.06500	488.383	1114.996	1637.633
13415	67.07000	482.179	1113.312	1638.459
13416	67.07500	475.757	1111.604	1639.325
13417	67.08000	469.147	1109.844	1640.209
13418	67.08500	462.415	1108.022	1641.113
13419	67.09000	455.649	1106.148	1641.986
13420	67.09500	448.914	1104.185	1642.761
13421	67.10000	442.317	1102.215	1643.430
13422	67.10500	435.844	1100.210	1643.951
13423	67.11000	429.532	1098.149	1644.280
13424	67.11500	423.304	1096.092	1644.343
13425	67.12000	417.143	1093.998	1644.171
13426	67.12500	411.079	1091.896	1643.792
13427	67.13000	404.977	1089.825	1643.254
13428	67.13500	398.866	1087.723	1642.568
13429	67.14000	392.632	1085.577	1641.822
13430	67.14500	386.303	1083.383	1641.116
13431	67.15000	379.831	1081.178	1640.434
13432	67.15500	373.244	1078.888	1639.892
13433	67.16000	366.529	1076.527	1639.497
13434	67.16500	359.703	1074.077	1639.264
13435	67.17000	352.793	1071.568	1639.240
13436	67.17500	345.904	1068.981	1639.354
13437	67.18000	339.078	1066.342	1639.587
13438	67.18500	332.361	1063.633	1639.957
13439	67.19000	325.735	1060.866	1640.367
13440	67.19500	319.266	1058.022	1640.811
13441	67.20000	312.900	1055.109	1641.216
13442	67.20500	306.647	1052.223	1641.590
13443	67.21000	300.459	1049.360	1641.917
13444	67.21500	294.373	1046.525	1642.255
13445	67.22000	288.318	1043.705	1642.530
13446	67.22500	282.322	1040.893	1642.832
13447	67.23000	276.299	1038.004	1643.138
13448	67.23500	270.221	1035.053	1643.497
13449	67.24000	264.089	1032.043	1643.882
13450	67.24500	257.893	1028.973	1644.321
13451	67.25000	251.649	1025.894	1644.737
13452	67.25500	245.362	1022.746	1645.129
13453	67.26000	239.091	1019.606	1645.391
13454	67.26500	232.862	1016.526	1645.527
13455	67.27000	226.736	1013.464	1645.468
13456	67.27500	220.765	1010.506	1645.187
13457	67.28000	214.996	1007.658	1644.654
13458	67.28500	209.481	1004.853	1643.866
13459	67.29000	204.156	1002.151	1642.851
13460	67.29500	198.921	999.507	1641.644
13461	67.30000	193.709	996.868	1640.281
13462	67.30500	188.416	994.264	1638.828
13463	67.31000	183.021	991.649	1637.388
13464	67.31500	177.388	989.006	1636.078
13465	67.32000	171.411	986.292	1634.875
13466	67.32500	165.043	983.511	1633.919
13467	67.33000	158.217	980.658	1633.216
13468	67.33500	150.959	977.734	1632.771
13469	67.34000	143.291	974.769	1632.642
13470	67.34500	135.307	971.768	1632.816
13471	67.35000	127.093	968.729	1633.238
13472	67.35500	118.795	965.582	1633.817
13473	67.36000	110.464	962.395	1634.532
13474	67.36500	102.297	959.157	1635.275
13475	67.37000	94.378	955.854	1635.984
13476	67.37500	86.785	952.564	1636.568
13477	67.38000	79.554	949.271	1637.033
13478	67.38500	72.681	946.024	1637.277
13479	67.39000	66.158	942.829	1637.332
13480	67.39500	59.879	939.696	1637.222
13481	67.40000	53.785	936.608	1636.905
13482	67.40500	47.738	933.496	1636.415
13483	67.41000	41.741	930.378	1635.818
13484	67.41500	35.643	927.296	1635.209
13485	67.42000	29.467	924.201	1634.612
13486	67.42500	23.096	921.114	1634.060
13487	67.43000	16.530	917.972	1633.589
13488	67.43500	9.735	914.759	1633.213
13489	67.44000	2.775	911.412	1632.912
13490	67.44500	-4.279	907.997	1632.640
13491	67.45000	-11.437	904.471	1632.392
13492	67.45500	-18.641	900.909	1632.067
13493	67.46000	-25.905	897.342	1631.557
13494	67.46500	-33.180	893.843	1630.913
13495	67.47000	-40.461	890.468	1630.105
13496	67.47500	-47.703	887.219	1629.127
13497	67.48000	-55.007	884.063	1627.961
13498	67.48500	-62.408	880.966	1626.622
13499	67.49000	-69.943	877.922	1625.217
13500	67.49500	-77.662	874.896	1623.714
13501	67.50000	-85.566	871.861	1622.218
13502	67.50500	-93.686	868.868	1620.732
13503	67.51000	-102.023	865.845	1619.279
13504	67.51500	-110.527	862.856	1617.904
13505	67.52000	-119.112	859.869	1616.645
13506	67.52500	-127.721	856.870	1615.451
13507	67.53000	-136.284	853.831	1614.391
13508	67.53500	-144.781	850.744	1613.418
13509	67.54000	-153.101	847.583	1612.394
13510	67.54500	-161.201	844.355	1611.346
13511	67.55000	-169.070	841.107	1610.228
13512	67.55500	-176.655	837.887	1608.946
13513	67.56000	-183.986	834.713	1607.525
13514	67.56500	-191.151	831.582	1605.978
13515	67.57000	-198.242	828.445	1604.163
13516	67.57500	-205.585	825.316	1602.224
13517	67.58000	-212.756	822.242	1600.059
13518	67.58500	-220.073	819.254	1597.868
13519	67.59000	-227.662	816.333	1595.551
13520	67.59500	-235.521	813.546	1593.303
13521	67.60000	-243.703	810.794	1591.134
13522	67.60500	-252.261	807.989	1589.012
13523	67.61000	-261.107	805.084	1587.000
13524	67.61500	-270.193	802.145	1585.018
13525	67.62000	-279.420	799.180	1583.136
13526	67.62500	-288.638	796.286	1581.265
13527	67.63000	-297.763	793.439	1579.389
13528	67.63500	-306.705	790.655	1577.396
13529	67.64000	-315.379	787.910	1575.355
13530	67.64500	-323.697	785.220	1573.087
13531	67.65000	-331.635	782.532	1570.648
13532	67.65500	-339.155	779.922	1568.069
13533	67.66000	-346.384	777.300	1565.297
13534	67.66500	-353.354	774.720	1562.427
13535	67.67000	-360.235	772.126	1559.422
13536	67.67500	-367.055	769.464	1556.384
13537	67.68000	-373.906	766.810	1553.355
13538	67.68500	-380.889	764.196	1550.342
13539	67.69000	-388.060	761.601	1547.448
13540	67.69500	-395.419	759.046	1544.680
13541	67.70000	-402.972	756.539	1542.033
13542	67.70500	-410.710	753.968	1539.495
13543	67.71000	-418.586	751.404	1537.145
13544	67.71500	-426.567	748.792	1534.869
13545	67.72000	-434.574	746.168	1532.675
13546	67.72500	-442.504	743.532	1530.581
13547	67.73000	-450.364	740.867	1528.440
13548	67.73500	-458.128	738.216	1526.277
13549	67.74000	-465.756	735.540	1524.006
13550	67.74500	-473.299	732.877	1521.607
13551	67.75000	-480.767	730.276	1519.134
13552	67.75500	-488.224	727.728	1516.496
13553	67.76000	-495.734	725.200	1513.734
13554	67.76500	-503.324	722.706	1510.919
13555	67.77000	-511.041	720.270	1508.101
13556	67.77500	-518.869	717.846	1505.252
13557	67.78000	-526.913	715.372	1502.509
13558	67.78500	-535.146	712.864	1499.952
13559	67.79000	-543.594	710.283	1497.561
13560	67.79500	-552.167	707.564	1495.322
13561	67.80000	-560.845	704.756	1493.251
13562	67.80500	-569.589	701.888	1491.332
13563	67.81000	-578.263	698.942	1489.543
13564	67.81500	-586.844	695.961	1487.795
13565	67.82000	-595.209	692.947	1486.058
13566	67.82500	-603.358	689.927	1484.272
13567	67.83000	-611.004	686.861	1482.340
13568	67.83500	-618.637	683.915	1480.279
13569	67.84000	-626.062	681.008	1478.104
13570	67.84500	-633.289	678.210	1475.777
13571	67.85000	-640.351	675.423	1473.370
13572	67.85500	-647.361	672.687	1470.868
13573	67.86000	-654.387	669.891	1468.294
13574	67.86500	-661.407	667.166	1465.725
13575	67.87000	-668.556	664.379	1463.243
13576	67.87500	-675.860	661.586	1460.878
13577	67.88000	-683.290	658.743	1458.593
13578	67.88500	-690.918	655.903	1456.507
13579	67.89000	-698.639	653.021	1454.602
13580	67.89500	-706.467	650.078	1452.865
13581	67.90000	-714.298	647.076	1451.298
13582	67.90500	-722.095	644.068	1449.913
13583	67.91000	-729.778	641.001	1448.613
13584	67.91500	-737.331	637.871	1447.381
13585	67.92000	-744.669	634.706	1446.140
13586	67.92500	-751.835	631.560	1444.872
13587	67.93000	-758.708	628.421	1443.551
13588	67.93500	-765.410	625.409	1442.119
13589	67.94000	-771.947	622.391	1440.601
13590	67.94500	-778.401	619.411	1438.953
13591	67.95000	-784.823	616.410	1437.235
13592	67.95500	-791.238	613.388	1435.428
13593	67.96000	-797.691	610.380	1433.619
13594	67.96500	-804.258	607.378	1431.787
13595	67.97000	-810.914	604.404	1429.986
13596	67.97500	-817.709	601.463	1428.266
13597	67.98000	-824.540	598.504	1426.648
13598	67.98500	-831.405	595.471	1425.119
13599	67.99000	-838.258	592.411	1423.695
13600	67.99500	-845.037	589.253	1422.383
13601	68.00000	-851.701	586.048	1421.159
13602	68.00500	-858.231	582.840	1419.984
13603	68.01000	-864.551	579.633	1418.824
13604	68.01500	-870.639	576.484	1417.673
13605	68.02000	-876.463	573.401	1416.483
13606	68.02500	-882.031	570.278	1415.248
13607	68.03000	-887.429	567.135	1413.892
13608	68.03500	-892.729	564.019	1412.520
13609	68.04000	-897.920	560.805	1411.048
13610	68.04500	-903.098	557.637	1409.469
13611	68.05000	-908.340	554.456	1407.943
13612	68.05500	-913.665	551.324	1406.315
13613	68.06000	-919.129	548.214	1404.689
13614	68.06500	-924.731	545.147	1403.129
13615	68.07000	-930.417	542.065	1401.536
13616	68.07500	-936.200	538.989	1400.059
13617	68.08000	-942.001	535.938	1398.618
13618	68.08500	-947.770	532.880	1397.261
13619	68.09000	-953.456	529.850	1395.999
13620	68.09500	-959.002	526.880	1394.769
13621	68.10000	-964.372	523.920	1393.644
13622	68.10500	-969.461	521.067	1392.585
13623	68.11000	-974.283	518.177	1391.570
13624	68.11500	-978.900	515.307	1390.596
13625	68.12000	-983.403	512.374	1389.697
13626	68.12500	-987.806	509.445	1388.840
13627	68.13000	-992.230	506.423	1388.004
13628	68.13500	-996.788	503.489	1387.301
13629	68.14000	-1001.296	500.434	1386.460
13630	68.14500	-1006.169	497.449	1385.797
13631	68.15000	-1011.015	494.453	1385.035
13632	68.15500	-1016.142	491.470	1384.351
13633	68.16000	-1021.508	488.552	1383.772
13634	68.16500	-1027.045	485.607	1383.197
13635	68.17000	-1032.717	482.680	1382.648
13636	68.17500	-1038.452	479.762	1382.196
13637	68.18000	-1044.192	476.894	1381.768
13638	68.18500	-1049.819	474.035	1381.349
13639	68.19000	-1055.288	471.209	1380.889
13640	68.19500	-1060.562	468.423	1380.445
13641	68.20000	-1065.560	465.663	1379.943
13642	68.20500	-1070.306	462.951	1379.405
13643	68.21000	-1074.877	460.207	1378.860
13644	68.21500	-1079.307	457.514	1378.253
13645	68.22000	-1083.574	454.785	1377.658
13646	68.22500	-1087.768	452.147	1377.001
13647	68.23000	-1091.833	449.466	1376.405
13648	68.23500	-1095.942	446.799	1375.812
13649	68.24000	-1099.891	444.103	1375.240
13650	68.24500	-1103.948	441.417	1374.667
13651	68.25000	-1108.029	438.817	1374.159
13652	68.25500	-1112.058	436.292	1373.720
13653	68.26000	-1115.983	433.749	1373.333
13654	68.26500	-1119.794	431.279	1373.018
13655	68.27000	-1123.441	428.834	1372.788
13656	68.27500	-1126.889	426.456	1372.637
13657	68.28000	-1130.072	424.087	1372.561
13658	68.28500	-1133.072	421.759	1372.544
13659	68.29000	-1135.812	419.435	1372.655
13660	68.29500	-1138.325	417.207	1372.857
13661	68.30000	-1140.655	415.005	1373.077
13662	68.30500	-1142.838	412.810	1373.391
13663	68.31000	-1144.932	410.647	1373.715
13664	68.31500	-1147.014	408.535	1374.067
13665	68.32000	-1149.156	406.427	1374.475
13666	68.32500	-1151.251	404.374	1374.875
13667	68.33000	-1153.456	402.381	1375.286
13668	68.33500	-1155.717	400.440	1375.732
13669	68.34000	-1158.094	398.559	1376.191
13670	68.34500	-1160.583	396.704	1376.667
13671	68.35000	-1163.129	394.841	1377.143
13672	68.35500	-1165.713	393.044	1377.659
13673	68.36000	-1168.331	391.264	1378.172
13674	68.36500	-1171.018	389.505	1378.778
13675	68.37000	-1173.666	387.753	1379.331
13676	68.37500	-1176.340	386.071	1379.957
13677	68.38000	-1179.051	384.366	1380.565
13678	68.38500	-1181.756	382.706	1381.165
13679	68.39000	-1184.456	381.029	1381.734
13680	68.39500	-1187.228	379.445	1382.229
13681	68.40000	-1190.113	377.894	1382.661
13682	68.40500	-1193.043	376.422	1383.013
13683	68.41000	-1196.092	375.012	1383.281
13684	68.41500	-1199.238	373.695	1383.450
13685	68.42000	-1202.501	372.460	1383.553
13686	68.42500	-1205.844	371.285	1383.605
13687	68.43000	-1209.272	370.174	1383.590
13688	68.43500	-1213.061	369.113	1383.557
13689	68.44000	-1216.569	368.174	1383.503
13690	68.44500	-1220.034	367.329	1383.422
13691	68.45000	-1223.406	366.615	1383.301
13692	68.45500	-1226.698	365.973	1383.250
13693	68.46000	-1229.818	365.424	1383.169
13694	68.46500	-1232.775	364.968	1383.175
13695	68.47000	-1235.564	364.533	1383.209
13696	68.47500	-1238.196	364.138	1383.284
13697	68.48000	-1240.674	363.817	1383.287
13698	68.48500	-1243.039	363.588	1383.348
13699	68.49000	-1245.329	363.456	1383.415
13700	68.49500	-1247.581	363.398	1383.457
13701	68.50000	-1249.859	363.445	1383.465
13702	68.50500	-1252.183	363.554	1383.474
13703	68.51000	-1254.554	363.781	1383.540
13704	68.51500	-1257.030	364.126	1383.635
13705	68.52000	-1259.561	364.523	1383.776
13706	68.52500	-1262.196	364.989	1383.967
13707	68.53000	-1264.796	365.499	1384.236
13708	68.53500	-1267.405	366.076	1384.594
13709	68.54000	-1269.987	366.736	1385.061
13710	68.54500	-1272.497	367.482	1385.607
13711	68.55000	-1274.882	368.323	1386.232
13712	68.55500	-1277.127	369.256	1386.924
13713	68.56000	-1279.267	370.236	1387.679
13714	68.56500	-1281.237	371.252	1388.391
13715	68.57000	-1283.156	372.315	1389.144
13716	68.57500	-1285.007	373.435	1389.829
13717	68.58000	-1286.885	374.608	1390.517
13718	68.58500	-1288.832	375.822	1391.117
13719	68.59000	-1290.890	377.071	1391.658
13720	68.59500	-1293.085	378.391	1392.163
13721	68.60000	-1295.568	379.709	1392.625
13722	68.60500	-1298.221	381.074	1393.090
13723	68.61000	-1301.080	382.484	1393.560
13724	68.61500	-1304.142	383.873	1394.082
13725	68.62000	-1307.278	385.314	1394.659
13726	68.62500	-1310.503	386.726	1395.318
13727	68.63000	-1313.707	388.158	1396.012
13728	68.63500	-1316.787	389.648	1396.776
13729	68.64000	-1319.729	391.188	1397.573
13730	68.64500	-1322.558	392.748	1398.403
13731	68.65000	-1325.178	394.409	1399.208
13732	68.65500	-1327.575	396.169	1400.044
13733	68.66000	-1329.827	398.022	1400.856
13734	68.66500	-1331.821	400.000	1401.638
13735	68.67000	-1333.731	402.045	1402.466
13736	68.67500	-1335.466	404.251	1403.286
13737	68.68000	-1337.096	406.525	1404.112
13738	68.68500	-1338.625	408.878	1405.010
13739	68.69000	-1340.039	411.319	1405.955
13740	68.69500	-1341.392	413.806	1406.980
13741	68.70000	-1342.675	416.382	1408.137
13742	68.70500	-1343.870	419.025	1409.400
13743	68.71000	-1344.983	421.732	1410.776
13744	68.71500	-1345.993	424.463	1412.320
13745	68.72000	-1346.901	427.213	1413.992
13746	68.72500	-1347.648	430.004	1415.779
13747	68.73000	-1348.206	432.806	1417.619
13748	68.73500	-1348.621	435.624	1419.539
13749	68.74000	-1348.888	438.521	1421.456
13750	68.74500	-1348.964	441.519	1423.363
13751	68.75000	-1348.887	444.598	1425.332
13752	68.75500	-1348.672	447.735	1427.245
13753	68.76000	-1348.331	450.952	1429.120
13754	68.76500	-1347.907	454.185	1430.976
13755	68.77000	-1347.414	457.444	1432.823
13756	68.77500	-1346.929	460.701	1434.692
13757	68.78000	-1346.439	464.050	1436.555
13758	68.78500	-1346.077	467.356	1438.447
13759	68.79000	-1345.886	470.633	1440.391
13760	68.79500	-1345.832	473.889	1442.431
13761	68.80000	-1345.932	477.111	1444.554
13762	68.80500	-1346.261	480.292	1446.839
13763	68.81000	-1346.724	483.395	1449.207
13764	68.81500	-1347.329	486.431	1451.652
13765	68.82000	-1347.995	489.422	1454.227
13766	68.82500	-1348.618	492.480	1456.885
13767	68.83000	-1349.214	495.563	1459.542
13768	68.83500	-1349.693	498.653	1462.256
13769	68.84000	-1349.959	501.857	1465.007
13770	68.84500	-1350.028	505.146	1467.790
13771	68.85000	-1349.744	508.502	1470.593
13772	68.85500	-1349.257	511.895	1473.442
13773	68.86000	-1348.456	515.306	1476.345
13774	68.86500	-1347.429	518.718	1479.281
13775	68.87000	-1346.282	522.111	1482.293
13776	68.87500	-1344.923	525.508	1485.398
13777	68.88000	-1343.545	528.839	1488.567
13778	68.88500	-1342.257	532.048	1491.749
13779	68.89000	-1340.984	535.239	1494.849
13780	68.89500	-1339.752	538.540	1497.999
13781	68.90000	-1338.617	541.871	1501.159
13782	68.90500	-1337.478	545.302	1504.285
13783	68.91000	-1336.305	548.728	1507.370
13784	68.91500	-1335.095	552.135	1510.445
13785	68.92000	-1333.812	555.578	1513.570
13786	68.92500	-1332.279	559.099	1516.663
13787	68.93000	-1330.459	562.714	1519.749
13788	68.93500	-1328.315	566.470	1522.832
13789	68.94000	-1325.783	570.370	1526.006
13790	68.94500	-1322.780	574.403	1529.231
13791	68.95000	-1319.362	578.524	1532.420
13792	68.95500	-1315.521	582.730	1535.724
13793	68.96000	-1311.278	586.959	1539.080
13794	68.96500	-1306.761	591.138	1542.458
13795	68.97000	-1302.121	595.291	1545.891
13796	68.97500	-1297.344	599.404	1549.345
13797	68.98000	-1292.518	603.512	1552.797
13798	68.98500	-1287.737	607.674	1556.216
13799	68.99000	-1283.054	611.935	1559.697
13800	68.99500	-1278.519	616.333	1563.285
13801	69.00000	-1274.077	620.764	1566.906
13802	69.00500	-1269.714	625.094	1570.616
13803	69.01000	-1265.401	629.391	1574.466
13804	69.01500	-1261.107	633.620	1578.509
13805	69.02000	-1256.714	637.767	1582.645
13806	69.02500	-1252.166	641.847	1586.840
13807	69.03000	-1247.445	645.945	1591.129
13808	69.03500	-1242.542	650.067	1595.490
13809	69.04000	-1237.405	654.192	1599.836
13810	69.04500	-1231.564	658.363	1604.079
13811	69.05000	-1226.228	662.451	1608.345
13812	69.05500	-1220.891	666.463	1612.562
13813	69.06000	-1215.639	670.390	1616.663
13814	69.06500	-1210.579	674.283	1620.743
13815	69.07000	-1205.720	678.146	1624.781
13816	69.07500	-1201.158	682.102	1628.939
13817	69.08000	-1196.839	686.086	1633.153
13818	69.08500	-1192.821	689.979	1637.503
13819	69.09000	-1188.966	693.751	1641.967
13820	69.09500	-1185.169	697.443	1646.610
13821	69.10000	-1181.424	701.006	1651.438
13822	69.10500	-1177.155	704.629	1656.304
13823	69.11000	-1172.780	708.229	1661.286
13824	69.11500	-1168.005	711.873	1666.263
13825	69.12000	-1162.756	715.612	1671.289
13826	69.12500	-1156.860	719.438	1676.248
13827	69.13000	-1150.351	723.407	1681.056
13828	69.13500	-1143.223	727.466	1685.694
13829	69.14000	-1135.632	731.597	1690.244
13830	69.14500	-1127.670	735.861	1694.631
13831	69.15000	-1119.466	740.145	1698.844
13832	69.15500	-1111.109	744.437	1702.983
13833	69.16000	-1102.728	748.697	1707.153
13834	69.16500	-1094.435	752.876	1711.271
13835	69.17000	-1086.238	757.005	1715.468
13836	69.17500	-1078.236	761.075	1719.718
13837	69.18000	-1070.514	765.084	1724.146
13838	69.18500	-1063.052	769.049	1728.666
13839	69.19000	-1055.771	772.954	1733.399
13840	69.19500	-1048.658	776.795	1738.295
13841	69.20000	-1041.574	780.560	1743.272
13842	69.20500	-1034.412	784.242	1748.410
13843	69.21000	-1027.172	787.861	1753.603
13844	69.21500	-1019.815	791.424	1758.907
13845	69.22000	-1012.258	794.989	1764.235
13846	69.22500	-1004.495	798.549	1769.563
13847	69.23000	-996.469	802.166	1774.861
13848	69.23500	-988.225	805.837	1780.156
13849	69.24000	-979.815	809.528	1785.348
13850	69.24500	-971.301	813.244	1790.395
13851	69.25000	-962.760	816.982	1795.362
13852	69.25500	-954.188	820.784	1800.106
13853	69.26000	-945.658	824.571	1804.840
13854	69.26500	-937.205	828.388	1809.389
13855	69.27000	-928.869	832.192	1813.827
13856	69.27500	-920.649	836.015	1818.202
13857	69.28000	-912.577	839.828	1822.535
13858	69.28500	-904.523	843.591	1826.860
13859	69.29000	-896.529	847.257	1831.158
13860	69.29500	-888.590	850.842	1835.450
13861	69.30000	-880.674	854.329	1839.790
13862	69.30500	-872.712	857.773	1844.142
13863	69.31000	-864.715	861.208	1848.537
13864	69.31500	-856.948	864.734	1853.140
13865	69.32000	-848.881	868.247	1857.791
13866	69.32500	-840.785	871.724	1862.568
13867	69.33000	-832.624	875.121	1867.508
13868	69.33500	-824.450	878.426	1872.658
13869	69.34000	-816.313	881.576	1877.993
13870	69.34500	-808.182	884.572	1883.458
13871	69.35000	-800.097	887.458	1889.080
13872	69.35500	-791.958	890.251	1894.785
13873	69.36000	-783.808	893.063	1900.609
13874	69.36500	-775.595	895.907	1906.492
13875	69.37000	-767.212	898.750	1912.427
13876	69.37500	-758.579	901.630	1918.397
13877	69.38000	-749.714	904.506	1924.387
13878	69.38500	-740.567	907.324	1930.412
13879	69.39000	-731.138	910.180	1936.341
13880	69.39500	-721.353	913.046	1942.235
13881	69.40000	-711.206	915.966	1948.053
13882	69.40500	-700.812	918.933	1953.809
13883	69.41000	-690.231	921.905	1959.478
13884	69.41500	-679.507	924.841	1965.000
13885	69.42000	-668.755	927.701	1970.344
13886	69.42500	-658.047	930.504	1975.521
13887	69.43000	-647.484	933.226	1980.511
13888	69.43500	-637.192	935.948	1985.324
13889	69.44000	-627.150	938.750	1990.006
13890	69.44500	-617.363	941.722	1994.553
13891	69.45000	-607.793	944.833	1999.051
13892	69.45500	-598.401	947.929	2003.473
13893	69.46000	-589.107	950.940	2007.873
13894	69.46500	-579.881	953.918	2012.234
13895	69.47000	-570.707	956.794	2016.558
13896	69.47500	-561.382	959.699	2020.833
13897	69.48000	-552.262	962.843	2025.161
13898	69.48500	-542.540	965.886	2029.416
13899	69.49000	-532.584	968.959	2033.682
13900	69.49500	-522.490	971.919	2037.942
13901	69.50000	-512.248	974.736	2042.111
13902	69.50500	-502.015	977.412	2046.164
13903	69.51000	-491.838	979.978	2050.097
13904	69.51500	-481.781	982.527	2053.917
13905	69.52000	-471.908	985.166	2057.613
13906	69.52500	-462.258	987.974	2061.288
13907	69.53000	-452.821	990.918	2064.960
13908	69.53500	-443.617	993.936	2068.644
13909	69.54000	-434.624	996.905	2072.319
